club,elo,club_clean,snapshot_date
Gyoer,1182.68713379,gyoer,2024-09-01
Valur,1180.2902832,valur,2024-09-01
Inhulets,1179.00891113,inhulets,2024-09-01
Saburtalo,1178.19897461,saburtalo,2024-09-01
Shkendija,1177.32739258,shkendija,2024-09-01
Radomlje,1175.20715332,radomlje,2024-09-01
Liepajas,1174.99194336,liepajas,2024-09-01
Milsami Orhei,1170.09741211,milsami orhei,2024-09-01
Torpedo Kutaisi,1164.16381836,torpedo kutaisi,2024-09-01
Gloria Buzau,1160.59301758,gloria buzau,2024-09-01
Klaksvik,1159.95324707,klaksvik,2024-09-01
Domzale,1159.32299805,domzale,2024-09-01
Partizani Tirana,1156.84179688,partizani tirana,2024-09-01
Zimbru,1156.42333984,zimbru,2024-09-01
Stjarnan,1149.78271484,stjarnan,2024-09-01
Primorje,1147.23352051,primorje,2024-09-01
Batumi,1143.13012695,batumi,2024-09-01
Flora Tallinn,1142.63122559,flora tallinn,2024-09-01
Mladost Lucani,1140.88562012,mladost lucani,2024-09-01
Spartak Varna,1140.85839844,spartak varna,2024-09-01
Beroe Stara Zagora,1138.62426758,beroe stara zagora,2024-09-01
Egnatia,1135.38818359,egnatia,2024-09-01
Lok Sofia,1128.96716309,lok sofia,2024-09-01
Panevezys,1127.44165039,panevezys,2024-09-01
Neman Grodno,1126.44946289,neman grodno,2024-09-01
TransINVEST,1124.7097168,transinvest,2024-09-01
Isloch,1118.40002441,isloch,2024-09-01
Vllaznia,1117.92810059,vllaznia,2024-09-01
Novi Pazar,1117.59069824,novi pazar,2024-09-01
The New Saints,1117.45202637,the new saints,2024-09-01
Tikves,1114.75292969,tikves,2024-09-01
Tirana,1114.69067383,tirana,2024-09-01
Dinamo Tbilisi,1106.90856934,dinamo tbilisi,2024-09-01
Nafta,1106.59875488,nafta,2024-09-01
Zlatibor,1106.19543457,zlatibor,2024-09-01
Siauliai,1105.91015625,siauliai,2024-09-01
Linfield,1101.87097168,linfield,2024-09-01
Hamrun,1098.66833496,hamrun,2024-09-01
Zeleznicar Pancevo,1097.03808594,zeleznicar pancevo,2024-09-01
IMT,1092.80480957,imt,2024-09-01
Nis,1091.72619629,nis,2024-09-01
Struga,1087.32653809,struga,2024-09-01
Torpedo Zhodino,1085.76464844,torpedo zhodino,2024-09-01
Mornar,1085.00390625,mornar,2024-09-01
Niedercorn,1084.9855957,niedercorn,2024-09-01
Decic,1084.34790039,decic,2024-09-01
Botev Vratsa,1082.16760254,botev vratsa,2024-09-01
Dudelange,1081.26477051,dudelange,2024-09-01
Llapi,1075.31604004,llapi,2024-09-01
Krusevac,1075.30456543,krusevac,2024-09-01
Paide Linnameeskond,1074.60168457,paide linnameeskond,2024-09-01
OFK,1074.2043457,ofk,2024-09-01
Crusaders,1073.60119629,crusaders,2024-09-01
B 36 Torshavn,1067.34130859,b 36 torshavn,2024-09-01
Una Strassen,1066.4753418,una strassen,2024-09-01
Differdang,1065.87243652,differdang,2024-09-01
Hebar,1064.68066406,hebar,2024-09-01
Gota,1061.19055176,gota,2024-09-01
Malisheva,1059.91247559,malisheva,2024-09-01
Floriana,1053.81933594,floriana,2024-09-01
Larne,1051.67834473,larne,2024-09-01
HB Torshavn,1050.90234375,hb torshavn,2024-09-01
Cliftonville,1049.37585449,cliftonville,2024-09-01
Marsaxlokk,1048.00817871,marsaxlokk,2024-09-01
FC Infonet,1047.51000977,fc infonet,2024-09-01
Kalev,1044.25756836,kalev,2024-09-01
Septemvri Sofia,1040.23535156,septemvri sofia,2024-09-01
Sliema Wanderers,1039.95922852,sliema wanderers,2024-09-01
Podgorica,1037.45458984,podgorica,2024-09-01
Tekstilac Odzaci,1036.89941406,tekstilac odzaci,2024-09-01
Jedinstvo Ub,1004.57598877,jedinstvo ub,2024-09-01
Caernarfon Town,1002.59143066,caernarfon town,2024-09-01
Bala,991.686462402,bala,2024-09-01
Connahs Quay,991.034912109,connahs quay,2024-09-01
Escaldes,965.057250977,escaldes,2024-09-01
Lincoln,963.252685547,lincoln,2024-09-01
St Josephs,907.828308105,st josephs,2024-09-01
Escale,901.204467773,escale,2024-09-01
FCB Magpies,896.844543457,fcb magpies,2024-09-01
Atletic Club Escaldes,879.769836426,atletic club escaldes,2024-09-01
SS Virtus,708.074829102,ss virtus,2024-09-01
Tre Penne,695.420898438,tre penne,2024-09-01
La Fiorita,690.110168457,la fiorita,2024-09-01
