club,elo,club_clean,snapshot_date
Tsarsko Selo,1209.24389648,tsarsko selo,2021-09-01
Botev Vratsa,1208.42224121,botev vratsa,2021-09-01
Tabor Sezana,1207.15734863,tabor sezana,2021-09-01
Gornik Leczna,1202.984375,gornik leczna,2021-09-01
Debrecen,1200.67248535,debrecen,2021-09-01
Borac Banja Luka,1199.05090332,borac banja luka,2021-09-01
Craiova 1948,1192.33007812,craiova 1948,2021-09-01
Shkendija,1192.23083496,shkendija,2021-09-01
Dila Gori,1191.35131836,dila gori,2021-09-01
Mladost Lucani,1191.17944336,mladost lucani,2021-09-01
Zalgiris Vilnius,1189.51293945,zalgiris vilnius,2021-09-01
Mioveni,1187.75097656,mioveni,2021-09-01
Aluminij,1186.76147461,aluminij,2021-09-01
Hapoel Jerusalem,1186.55065918,hapoel jerusalem,2021-09-01
Hapoel Nof Hagalil,1185.42285156,hapoel nof hagalil,2021-09-01
Breidablik,1185.08984375,breidablik,2021-09-01
Alashkert,1185.01171875,alashkert,2021-09-01
Valmieras,1184.49267578,valmieras,2021-09-01
Novi Pazar,1183.59326172,novi pazar,2021-09-01
Gyirmot,1183.24951172,gyirmot,2021-09-01
Gagra,1182.9519043,gagra,2021-09-01
Proleter Novi Sad,1182.77734375,proleter novi sad,2021-09-01
Teuta Durres,1182.21533203,teuta durres,2021-09-01
Metalac Gornji Milanovac,1180.55065918,metalac gornji milanovac,2021-09-01
Dinamo Tbilisi,1176.93981934,dinamo tbilisi,2021-09-01
Shamrock,1176.72143555,shamrock,2021-09-01
Dragovoljac,1175.40136719,dragovoljac,2021-09-01
Sligo,1171.44104004,sligo,2021-09-01
Torpedo Zhodino,1169.90002441,torpedo zhodino,2021-09-01
Neman Grodno,1167.3203125,neman grodno,2021-09-01
Hafnarfjoerdur,1166.9095459,hafnarfjoerdur,2021-09-01
The New Saints,1163.8034668,the new saints,2021-09-01
Gomel,1159.20349121,gomel,2021-09-01
Valur,1158.05908203,valur,2021-09-01
FK Vitebsk,1152.97644043,fk vitebsk,2021-09-01
Stjarnan,1145.55908203,stjarnan,2021-09-01
Ararat,1142.37072754,ararat,2021-09-01
Flora Tallinn,1142.3449707,flora tallinn,2021-09-01
Isloch,1140.50097656,isloch,2021-09-01
Panevezys,1138.76867676,panevezys,2021-09-01
Fola Esch,1114.2890625,fola esch,2021-09-01
Banants,1112.1295166,banants,2021-09-01
Lok Sofia,1111.25219727,lok sofia,2021-09-01
Kauno Zalgiris,1107.18737793,kauno zalgiris,2021-09-01
Drita,1106.36022949,drita,2021-09-01
Coleraine,1101.38708496,coleraine,2021-09-01
Noah,1100.25793457,noah,2021-09-01
Radomlje,1100.24853516,radomlje,2021-09-01
Larne,1099.3996582,larne,2021-09-01
Blagoevgrad,1098.48852539,blagoevgrad,2021-09-01
Shkupi,1097.66296387,shkupi,2021-09-01
Struga,1097.10375977,struga,2021-09-01
FK Minsk,1091.671875,fk minsk,2021-09-01
Zvyazda BDU,1090.35412598,zvyazda bdu,2021-09-01
Swift Hesperange,1089.68225098,swift hesperange,2021-09-01
Linfield,1089.10351562,linfield,2021-09-01
Kolubara Lazarevac,1087.6953125,kolubara lazarevac,2021-09-01
Kragujevac,1086.7677002,kragujevac,2021-09-01
Sileks,1086.4276123,sileks,2021-09-01
Dudelange,1082.53552246,dudelange,2021-09-01
R Letzebuerg,1078.51379395,r letzebuerg,2021-09-01
Glentoran,1077.42089844,glentoran,2021-09-01
Connahs Quay,1071.20153809,connahs quay,2021-09-01
Slavia Mozyr,1061.61743164,slavia mozyr,2021-09-01
Slutsk,1053.41296387,slutsk,2021-09-01
FC Infonet,1047.29870605,fc infonet,2021-09-01
Paide Linnameeskond,1047.13134766,paide linnameeskond,2021-09-01
Bala,1038.08312988,bala,2021-09-01
Prishtine,1035.55114746,prishtine,2021-09-01
Newtown AFC,1031.43859863,newtown afc,2021-09-01
Birkirkara,1030.88269043,birkirkara,2021-09-01
Klaksvik,1030.1114502,klaksvik,2021-09-01
Llapi,1029.78869629,llapi,2021-09-01
FK Podgorica,1022.45349121,fk podgorica,2021-09-01
Sutjeska,1018.59686279,sutjeska,2021-09-01
Mosta,1018.35809326,mosta,2021-09-01
Decic,1017.8963623,decic,2021-09-01
Hibernians Paola,1013.64208984,hibernians paola,2021-09-01
Gzira United,1008.76452637,gzira united,2021-09-01
Podgorica,1007.83905029,podgorica,2021-09-01
Lincoln,1004.61499023,lincoln,2021-09-01
Smorgon,1004.38104248,smorgon,2021-09-01
Sputnik,993.885620117,sputnik,2021-09-01
HB Torshavn,984.303955078,hb torshavn,2021-09-01
Runavik,967.414794922,runavik,2021-09-01
College Europa,955.864685059,college europa,2021-09-01
St Josephs,929.697265625,st josephs,2021-09-01
Mons Calpe,866.310546875,mons calpe,2021-09-01
Santa Coloma,850.137878418,santa coloma,2021-09-01
Matecosa Sant Julia,822.793884277,matecosa sant julia,2021-09-01
Escaldes,816.845947266,escaldes,2021-09-01
Folgore,667.026855469,folgore,2021-09-01
Tre Penne,661.096801758,tre penne,2021-09-01
La Fiorita,647.356323242,la fiorita,2021-09-01
