club,elo,club_clean,snapshot_date
RB Leipzig,1715.88598633,rb leipzig,2025-09-01
Wolves,1715.67651367,wolves,2025-09-01
Strasbourg,1713.17150879,strasbourg,2025-09-01
Galatasaray,1711.22277832,galatasaray,2025-09-01
Mainz,1698.22412109,mainz,2025-09-01
Lens,1696.51123047,lens,2025-09-01
Osasuna,1693.84484863,osasuna,2025-09-01
Olympiakos,1690.69885254,olympiakos,2025-09-01
Nice,1685.43237305,nice,2025-09-01
Fenerbahce,1682.39196777,fenerbahce,2025-09-01
Valencia,1681.89892578,valencia,2025-09-01
Slavia Praha,1679.5958252,slavia praha,2025-09-01
Celta,1675.80444336,celta,2025-09-01
Rayo Vallecano,1674.80114746,rayo vallecano,2025-09-01
Werder,1673.16027832,werder,2025-09-01
Torino,1672.17089844,torino,2025-09-01
Toulouse,1666.83789062,toulouse,2025-09-01
FC Kobenhavn,1663.46313477,fc kobenhavn,2025-09-01
Ajax,1661.89770508,ajax,2025-09-01
Braga,1660.89123535,braga,2025-09-01
Brest,1658.97277832,brest,2025-09-01
Sociedad,1658.7043457,sociedad,2025-09-01
Como,1658.20202637,como,2025-09-01
Espanyol,1657.13818359,espanyol,2025-09-01
Wolfsburg,1656.85327148,wolfsburg,2025-09-01
Genoa,1655.6640625,genoa,2025-09-01
Bodoe Glimt,1654.71264648,bodoe glimt,2025-09-01
Freiburg,1653.08837891,freiburg,2025-09-01
Celtic,1653.03027344,celtic,2025-09-01
Rennes,1650.41870117,rennes,2025-09-01
Alaves,1649.07739258,alaves,2025-09-01
Getafe,1641.69494629,getafe,2025-09-01
Zenit,1640.33081055,zenit,2025-09-01
Alkmaar,1640.27600098,alkmaar,2025-09-01
Sevilla,1637.95288086,sevilla,2025-09-01
Udinese,1634.84472656,udinese,2025-09-01
Mallorca,1634.05639648,mallorca,2025-09-01
Augsburg,1632.73681641,augsburg,2025-09-01
FC Krasnodar,1631.63244629,fc krasnodar,2025-09-01
Genk,1630.4765625,genk,2025-09-01
Midtjylland,1628.22229004,midtjylland,2025-09-01
Gladbach,1625.48400879,gladbach,2025-09-01
Union Berlin,1622.51391602,union berlin,2025-09-01
Leicester,1621.23571777,leicester,2025-09-01
Auxerre,1616.65527344,auxerre,2025-09-01
Hoffenheim,1613.91162109,hoffenheim,2025-09-01
Utrecht,1611.41992188,utrecht,2025-09-01
CSKA Moskva,1609.09484863,cska moskva,2025-09-01
Parma,1604.51696777,parma,2025-09-01
Elche,1604.36364746,elche,2025-09-01
Girona,1604.32885742,girona,2025-09-01
Cagliari,1603.64465332,cagliari,2025-09-01
St Pauli,1595.51489258,st pauli,2025-09-01
Leganes,1594.68591309,leganes,2025-09-01
Levante,1593.38720703,levante,2025-09-01
Lorient,1591.83129883,lorient,2025-09-01
Verona,1590.49511719,verona,2025-09-01
Oviedo,1589.33459473,oviedo,2025-09-01
Crvena Zvezda,1588.51721191,crvena zvezda,2025-09-01
Nantes,1586.02026367,nantes,2025-09-01
Sassuolo,1584.65576172,sassuolo,2025-09-01
Koeln,1583.42541504,koeln,2025-09-01
PAOK,1582.98779297,paok,2025-09-01
Sparta Praha,1582.49829102,sparta praha,2025-09-01
Lecce,1580.47741699,lecce,2025-09-01
Rangers,1579.04089355,rangers,2025-09-01
Sunderland,1576.12097168,sunderland,2025-09-01
AEK,1576.09887695,aek,2025-09-01
Sheffield United,1573.82214355,sheffield united,2025-09-01
Reims,1573.56079102,reims,2025-09-01
Ipswich,1571.74841309,ipswich,2025-09-01
Viktoria Plzen,1571.03710938,viktoria plzen,2025-09-01
Middlesbrough,1569.34143066,middlesbrough,2025-09-01
Anderlecht,1567.74304199,anderlecht,2025-09-01
Empoli,1565.74377441,empoli,2025-09-01
Cremonese,1564.83251953,cremonese,2025-09-01
Coventry,1564.13244629,coventry,2025-09-01
Guimaraes,1562.75463867,guimaraes,2025-09-01
Venezia,1560.46862793,venezia,2025-09-01
Salzburg,1560.10510254,salzburg,2025-09-01
Twente,1558.82678223,twente,2025-09-01
Shakhtar,1557.58325195,shakhtar,2025-09-01
Las Palmas,1556.00439453,las palmas,2025-09-01
Le Havre,1555.98535156,le havre,2025-09-01
West Brom,1555.68237305,west brom,2025-09-01
Metz,1554.52087402,metz,2025-09-01
Spartak Moskva,1554.22668457,spartak moskva,2025-09-01
Mirandes,1551.15551758,mirandes,2025-09-01
Southampton,1549.60327148,southampton,2025-09-01
Hamburg,1547.15563965,hamburg,2025-09-01
Bristol City,1546.63366699,bristol city,2025-09-01
Lok Moskva,1545.93566895,lok moskva,2025-09-01
Almeria,1545.75952148,almeria,2025-09-01
Heidenheim,1545.38513184,heidenheim,2025-09-01
Mjaellby,1544.39978027,mjaellby,2025-09-01
Santander,1544.21325684,santander,2025-09-01
Panathinaikos,1544.15917969,panathinaikos,2025-09-01
Antwerp,1543.85009766,antwerp,2025-09-01
Angers,1542.69580078,angers,2025-09-01
Brondby,1542.11950684,brondby,2025-09-01
Sturm Graz,1540.02050781,sturm graz,2025-09-01
M Tel Aviv,1537.76745605,m tel aviv,2025-09-01
Cadiz,1537.29492188,cadiz,2025-09-01
Saint-Etienne,1537.05737305,saint-etienne,2025-09-01
Pisa,1536.87695312,pisa,2025-09-01
Paris FC,1536.44946289,paris fc,2025-09-01
Viking,1536.44494629,viking,2025-09-01
Eibar,1535.65710449,eibar,2025-09-01
Rakow,1535.33081055,rakow,2025-09-01
Famalicao,1535.2199707,famalicao,2025-09-01
Brann,1530.29699707,brann,2025-09-01
Dynamo Moskva,1528.63305664,dynamo moskva,2025-09-01
Swansea,1524.92199707,swansea,2025-09-01
Dinamo Zagreb,1524.88330078,dinamo zagreb,2025-09-01
Paphos,1524.8425293,paphos,2025-09-01
Karabakh Agdam,1524.16430664,karabakh agdam,2025-09-01
Malmoe,1523.04125977,malmoe,2025-09-01
Monza,1522.80859375,monza,2025-09-01
Nijmegen,1522.36425781,nijmegen,2025-09-01
Elversberg,1514.91540527,elversberg,2025-09-01
Huesca,1513.8157959,huesca,2025-09-01
Lech,1512.99804688,lech,2025-09-01
Bochum,1512.37194824,bochum,2025-09-01
Norwich,1512.28137207,norwich,2025-09-01
Millwall,1512.27575684,millwall,2025-09-01
Basel,1512.21142578,basel,2025-09-01
Hannover,1511.32702637,hannover,2025-09-01
Holstein,1511.18188477,holstein,2025-09-01
Hammarby,1510.62341309,hammarby,2025-09-01
Sparta Rotterdam,1509.92285156,sparta rotterdam,2025-09-01
Ferencvaros,1507.26171875,ferencvaros,2025-09-01
Jagiellonia,1506.72961426,jagiellonia,2025-09-01
Jablonec,1506.29846191,jablonec,2025-09-01
Gijon,1505.7578125,gijon,2025-09-01
Charleroi,1504.8026123,charleroi,2025-09-01
Stoke,1504.67126465,stoke,2025-09-01
Nordsjaelland,1504.44396973,nordsjaelland,2025-09-01
Spezia,1504.41638184,spezia,2025-09-01
Young Boys,1503.70983887,young boys,2025-09-01
Karlsruhe,1499.2298584,karlsruhe,2025-09-01
Blackburn,1498.30395508,blackburn,2025-09-01
Mechelen,1498.08374023,mechelen,2025-09-01
Djurgarden,1496.26538086,djurgarden,2025-09-01
Beer-Sheva,1495.56945801,beer-sheva,2025-09-01
Granada,1495.34143066,granada,2025-09-01
Legia,1495.26416016,legia,2025-09-01
Dynamo Kyiv,1494.88989258,dynamo kyiv,2025-09-01
Aarhus,1492.93212891,aarhus,2025-09-01
Portsmouth,1489.56970215,portsmouth,2025-09-01
Paderborn,1489.0020752,paderborn,2025-09-01
Go Ahead Eagles,1487.21826172,go ahead eagles,2025-09-01
Albacete,1485.91503906,albacete,2025-09-01
Preston,1484.37463379,preston,2025-09-01
Valladolid,1483.11560059,valladolid,2025-09-01
Moreirense,1483.1138916,moreirense,2025-09-01
Arouca,1482.19909668,arouca,2025-09-01
Duesseldorf,1480.93005371,duesseldorf,2025-09-01
Gent,1479.82519531,gent,2025-09-01
St Truiden,1479.65576172,st truiden,2025-09-01
Trabzonspor,1479.47106934,trabzonspor,2025-09-01
Frosinone,1479.10192871,frosinone,2025-09-01
QPR,1479.08618164,qpr,2025-09-01
Burgos,1478.38012695,burgos,2025-09-01
Montpellier,1477.93896484,montpellier,2025-09-01
Craiova,1477.88317871,craiova,2025-09-01
Hull,1476.63183594,hull,2025-09-01
Razgrad,1475.64916992,razgrad,2025-09-01
Watford,1475.00732422,watford,2025-09-01
Zwolle,1474.39221191,zwolle,2025-09-01
Depor,1473.75500488,depor,2025-09-01
Omonia,1472.90869141,omonia,2025-09-01
Palermo,1472.58178711,palermo,2025-09-01
Besiktas,1469.58447266,besiktas,2025-09-01
Rosenborg,1469.00854492,rosenborg,2025-09-01
Pogon,1468.8704834,pogon,2025-09-01
Malaga,1467.87133789,malaga,2025-09-01
Cercle Brugge,1467.50256348,cercle brugge,2025-09-01
Aris Limassol,1467.3638916,aris limassol,2025-09-01
Estoril,1466.68103027,estoril,2025-09-01
Elfsborg,1464.77331543,elfsborg,2025-09-01
Steaua,1464.39575195,steaua,2025-09-01
Catanzaro,1462.48999023,catanzaro,2025-09-01
Rapid Wien,1461.71533203,rapid wien,2025-09-01
Gil Vicente,1461.2845459,gil vicente,2025-09-01
Westerlo,1459.9465332,westerlo,2025-09-01
Rio Ave,1459.53479004,rio ave,2025-09-01
Darmstadt,1458.18847656,darmstadt,2025-09-01
Santa Clara,1457.53039551,santa clara,2025-09-01
Larnaca,1457.03381348,larnaca,2025-09-01
Suedtirol,1456.83239746,suedtirol,2025-09-01
Sheffield Weds,1456.7578125,sheffield weds,2025-09-01
Viborg,1455.90466309,viborg,2025-09-01
Banik Ostrava,1455.90063477,banik ostrava,2025-09-01
Cordoba,1454.35668945,cordoba,2025-09-01
Wolfsberg,1454.22290039,wolfsberg,2025-09-01
Derby,1453.95214844,derby,2025-09-01
Juve Stabia,1453.87719727,juve stabia,2025-09-01
Rubin Kazan,1453.67578125,rubin kazan,2025-09-01
Andorra CF,1453.25292969,andorra cf,2025-09-01
Lautern,1452.76074219,lautern,2025-09-01
Randers,1452.44958496,randers,2025-09-01
AIK,1451.43115234,aik,2025-09-01
Casa Pia,1451.41064453,casa pia,2025-09-01
Celje,1451.38525391,celje,2025-09-01
Molde,1450.91137695,molde,2025-09-01
Bueyueksehir,1450.05053711,bueyueksehir,2025-09-01
Cracovia,1446.2064209,cracovia,2025-09-01
Guingamp,1445.54602051,guingamp,2025-09-01
Castellon,1443.78540039,castellon,2025-09-01
Troyes,1442.65527344,troyes,2025-09-01
Cesena,1441.64465332,cesena,2025-09-01
Oxford,1441.19238281,oxford,2025-09-01
Birmingham,1440.04248047,birmingham,2025-09-01
Samsunspor,1439.96899414,samsunspor,2025-09-01
Hertha,1438.80187988,hertha,2025-09-01
Silkeborg,1438.30908203,silkeborg,2025-09-01
Tromso,1437.84411621,tromso,2025-09-01
Sampdoria,1437.73193359,sampdoria,2025-09-01
Bari,1436.93225098,bari,2025-09-01
Gornik,1436.16210938,gornik,2025-09-01
Magdeburg,1435.59680176,magdeburg,2025-09-01
Laval,1434.984375,laval,2025-09-01
Dunkerque,1434.45959473,dunkerque,2025-09-01
Modena,1433.9765625,modena,2025-09-01
Maccabi Haifa,1433.77514648,maccabi haifa,2025-09-01
Leuven,1433.76000977,leuven,2025-09-01
Baltika,1433.69970703,baltika,2025-09-01
Aris,1432.42773438,aris,2025-09-01
Zaragoza,1431.38598633,zaragoza,2025-09-01
Wrexham,1430.29345703,wrexham,2025-09-01
Heerenveen,1430.00769043,heerenveen,2025-09-01
Rodez,1429.35131836,rodez,2025-09-01
StGallen,1429.22888184,stgallen,2025-09-01
Rostov,1428.76635742,rostov,2025-09-01
Bastia,1428.44506836,bastia,2025-09-01
Schalke,1428.43518066,schalke,2025-09-01
Sociedad B,1428.22558594,sociedad b,2025-09-01
Austria Wien,1427.11340332,austria wien,2025-09-01
Groningen,1426.85083008,groningen,2025-09-01
Carrarese,1425.80834961,carrarese,2025-09-01
Clermont,1425.73132324,clermont,2025-09-01
Muenster,1424.75244141,muenster,2025-09-01
Standard,1424.68408203,standard,2025-09-01
Sittard,1424.46948242,sittard,2025-09-01
Hajduk,1423.34423828,hajduk,2025-09-01
Charlton,1422.03881836,charlton,2025-09-01
Hibernian,1421.52844238,hibernian,2025-09-01
Annecy,1421.43261719,annecy,2025-09-01
GAIS,1421.26940918,gais,2025-09-01
Reggiana,1418.71508789,reggiana,2025-09-01
Servette,1418.17736816,servette,2025-09-01
Pau,1417.2734375,pau,2025-09-01
Korona,1417.26269531,korona,2025-09-01
Hearts,1416.71936035,hearts,2025-09-01
Lausanne,1415.0736084,lausanne,2025-09-01
Mantova,1413.84680176,mantova,2025-09-01
Goeztepe,1413.55322266,goeztepe,2025-09-01
Konyaspor,1413.11816406,konyaspor,2025-09-01
Nuernberg,1410.51953125,nuernberg,2025-09-01
Levski,1410.28466797,levski,2025-09-01
Goeteborg,1410.27734375,goeteborg,2025-09-01
Piast Gliwice,1410.11071777,piast gliwice,2025-09-01
Haecken,1408.54870605,haecken,2025-09-01
Nacional,1408.07287598,nacional,2025-09-01
Grenoble,1407.31311035,grenoble,2025-09-01
CFR Cluj,1406.47766113,cfr cluj,2025-09-01
Alanyaspor,1406.42041016,alanyaspor,2025-09-01
Fuerth,1404.98352051,fuerth,2025-09-01
Leonesa,1404.70629883,leonesa,2025-09-01
Ceuta,1402.81115723,ceuta,2025-09-01
Rapid Bucuresti,1401.4230957,rapid bucuresti,2025-09-01
SonderjyskE,1400.42224121,sonderjyske,2025-09-01
Amiens,1399.9909668,amiens,2025-09-01
Rijeka,1399.66845703,rijeka,2025-09-01
Nancy,1399.36291504,nancy,2025-09-01
Kryliya Sovetov,1398.45568848,kryliya sovetov,2025-09-01
LASK,1397.30847168,lask,2025-09-01
Red Star,1397.24450684,red star,2025-09-01
Kasimpasa,1393.4876709,kasimpasa,2025-09-01
Luzern,1392.45251465,luzern,2025-09-01
Slovan Liberec,1391.90527344,slovan liberec,2025-09-01
Puskas Akademia,1391.07299805,puskas akademia,2025-09-01
Hradec Kralove,1390.94396973,hradec kralove,2025-09-01
Partizan,1390.4029541,partizan,2025-09-01
Fredrikstad,1390.27526855,fredrikstad,2025-09-01
KFUM Oslo,1387.15869141,kfum oslo,2025-09-01
Braunschweig,1386.57336426,braunschweig,2025-09-01
Terek Grozny,1385.68811035,terek grozny,2025-09-01
Kayseri,1385.1328125,kayseri,2025-09-01
Sandefjord,1383.59936523,sandefjord,2025-09-01
Slovan Bratislava,1382.40673828,slovan bratislava,2025-09-01
Radomiak,1381.44335938,radomiak,2025-09-01
Paksi,1381.00292969,paksi,2025-09-01
Heracles,1380.82739258,heracles,2025-09-01
Katowice,1379.44384766,katowice,2025-09-01
Estrela Amadora,1379.0579834,estrela amadora,2025-09-01
Zuerich,1378.6048584,zuerich,2025-09-01
Le Mans,1378.21728516,le mans,2025-09-01
Entella,1376.04577637,entella,2025-09-01
Sarpsborg,1375.65844727,sarpsborg,2025-09-01
IK Sirius,1375.55078125,ik sirius,2025-09-01
Dender,1375.2109375,dender,2025-09-01
Bielefeld,1373.46838379,bielefeld,2025-09-01
Tondela,1373.22619629,tondela,2025-09-01
Alverca,1372.36193848,alverca,2025-09-01
Sigma Olomouc,1371.91015625,sigma olomouc,2025-09-01
Padova,1370.65661621,padova,2025-09-01
Rizespor,1370.16259766,rizespor,2025-09-01
Fredericia,1369.85632324,fredericia,2025-09-01
Plock,1369.69787598,plock,2025-09-01
Hartberg,1369.19189453,hartberg,2025-09-01
Avellino,1368.35437012,avellino,2025-09-01
St Mirren,1368.27587891,st mirren,2025-09-01
Gaziantep FK,1367.63330078,gaziantep fk,2025-09-01
Volendam,1367.38781738,volendam,2025-09-01
Lugano,1365.75012207,lugano,2025-09-01
Motor Lublin,1363.5324707,motor lublin,2025-09-01
Gyoer,1362.58874512,gyoer,2025-09-01
Telstar,1361.65283203,telstar,2025-09-01
Eyupspor,1359.9387207,eyupspor,2025-09-01
Boulogne,1358.35119629,boulogne,2025-09-01
Universitatea Cluj,1357.29907227,universitatea cluj,2025-09-01
Valerenga,1356.9005127,valerenga,2025-09-01
Atromitos,1356.5657959,atromitos,2025-09-01
Lubin,1355.74865723,lubin,2025-09-01
Pescara,1355.26989746,pescara,2025-09-01
Antalyaspor,1354.32067871,antalyaspor,2025-09-01
Widzew,1354.24365234,widzew,2025-09-01
FK Astana,1354.22009277,fk astana,2025-09-01
Breda,1352.59838867,breda,2025-09-01
Levadeiakos,1352.30725098,levadeiakos,2025-09-01
Maribor,1352.23718262,maribor,2025-09-01
Sion,1352.20532227,sion,2025-09-01
Odense,1351.26220703,odense,2025-09-01
Excelsior,1350.56799316,excelsior,2025-09-01
Akron Togliatti,1349.95227051,akron togliatti,2025-09-01
Shamrock,1349.6451416,shamrock,2025-09-01
Vejle,1349.61694336,vejle,2025-09-01
Dynamo Makhachkala,1348.76696777,dynamo makhachkala,2025-09-01
Orenburg,1347.84313965,orenburg,2025-09-01
AVS Futebol,1347.60827637,avs futebol,2025-09-01
Brommapojkarna,1345.15478516,brommapojkarna,2025-09-01
Olimpija Ljubljana,1344.76037598,olimpija ljubljana,2025-09-01
Hapoel Haifa,1344.11706543,hapoel haifa,2025-09-01
Nieciecza,1340.79602051,nieciecza,2025-09-01
Trnava,1339.08496094,trnava,2025-09-01
Zilina,1338.80725098,zilina,2025-09-01
Bohemians Praha,1337.890625,bohemians praha,2025-09-01
Sheriff Tiraspol,1337.35595703,sheriff tiraspol,2025-09-01
Dinamo Bucuresti,1337.14453125,dinamo bucuresti,2025-09-01
Karvina,1335.91516113,karvina,2025-09-01
Dresden,1334.34448242,dresden,2025-09-01
CSKA Sofia,1332.59460449,cska sofia,2025-09-01
Grasshoppers,1331.2467041,grasshoppers,2025-09-01
Kristiansund,1330.86584473,kristiansund,2025-09-01
Istra 1961,1330.34094238,istra 1961,2025-09-01
Mlada Boleslav,1330.30773926,mlada boleslav,2025-09-01
Kosice,1329.74926758,kosice,2025-09-01
Ham-Kam,1328.92736816,ham-kam,2025-09-01
Lechia,1328.54602051,lechia,2025-09-01
Sochi,1328.52661133,sochi,2025-09-01
Thun,1327.59350586,thun,2025-09-01
Koper,1327.42712402,koper,2025-09-01
Zulte Waregem,1326.89575195,zulte waregem,2025-09-01
OFI,1326.61193848,ofi,2025-09-01
Norrkoeping,1325.05566406,norrkoeping,2025-09-01
RAAL,1324.88500977,raal,2025-09-01
Viitorul,1324.34912109,viitorul,2025-09-01
Arka,1324.25610352,arka,2025-09-01
Cherno More,1324.10388184,cherno more,2025-09-01
Fatih Karaguemruek,1322.78796387,fatih karaguemruek,2025-09-01
Kilmarnock,1322.16503906,kilmarnock,2025-09-01
Beitar,1320.11474609,beitar,2025-09-01
Motherwell,1318.78601074,motherwell,2025-09-01
Osijek,1317.81237793,osijek,2025-09-01
Asteras Tripolis,1317.72619629,asteras tripolis,2025-09-01
Winterthur,1317.61462402,winterthur,2025-09-01
Panetolikos,1314.91430664,panetolikos,2025-09-01
Teplice,1314.09436035,teplice,2025-09-01
Lok Zagreb,1313.82971191,lok zagreb,2025-09-01
Dundee United,1313.77832031,dundee united,2025-09-01
Nizhny Novgorod,1313.69348145,nizhny novgorod,2025-09-01
Kocaelispor,1312.43188477,kocaelispor,2025-09-01
Kryvbas,1312.27563477,kryvbas,2025-09-01
Hermannstadt,1311.51489258,hermannstadt,2025-09-01
Polissya Zhytomyr,1309.42895508,polissya zhytomyr,2025-09-01
Varazdin,1308.92407227,varazdin,2025-09-01
Zira,1308.82958984,zira,2025-09-01
Stromsgodset,1307.43823242,stromsgodset,2025-09-01
UTA Arad,1305.42700195,uta arad,2025-09-01
BW Linz,1305.32836914,bw linz,2025-09-01
Aberdeen,1305.28796387,aberdeen,2025-09-01
Otelul Galati,1303.98010254,otelul galati,2025-09-01
Genclerbirligi,1302.98547363,genclerbirligi,2025-09-01
Nakchivan,1302.94580078,nakchivan,2025-09-01
Wattens,1302.8885498,wattens,2025-09-01
Kairat,1301.77697754,kairat,2025-09-01
Bryne,1300.94592285,bryne,2025-09-01
Sabah,1300.93359375,sabah,2025-09-01
Slovacko,1299.87402344,slovacko,2025-09-01
Ried,1299.58032227,ried,2025-09-01
Olexandriya,1299.37084961,olexandriya,2025-09-01
Botosani,1296.9296875,botosani,2025-09-01
Debrecen,1296.61157227,debrecen,2025-09-01
Altach,1296.59228516,altach,2025-09-01
Hapoel Jerusalem,1296.50024414,hapoel jerusalem,2025-09-01
Slaven Belupo,1296.00866699,slaven belupo,2025-09-01
St Patricks,1295.68713379,st patricks,2025-09-01
Kolos,1294.63415527,kolos,2025-09-01
Halmstad,1291.90039062,halmstad,2025-09-01
Zorya,1288.91113281,zorya,2025-09-01
Tescoma Zlin,1288.55078125,tescoma zlin,2025-09-01
Varnamo,1288.44189453,varnamo,2025-09-01
Dukla,1287.88891602,dukla,2025-09-01
Netanya,1284.83203125,netanya,2025-09-01
Vaduz,1283.40185547,vaduz,2025-09-01
FK Riga,1283.32727051,fk riga,2025-09-01
Pyunik,1281.22741699,pyunik,2025-09-01
Zrinjski Mostar,1279.40356445,zrinjski mostar,2025-09-01
Vikingur,1279.02160645,vikingur,2025-09-01
Noah,1278.88244629,noah,2025-09-01
Kuopio,1278.08679199,kuopio,2025-09-01
Petrolul Ploiesti,1276.62731934,petrolul ploiesti,2025-09-01
MTK,1274.98461914,mtk,2025-09-01
Arda,1274.6953125,arda,2025-09-01
Dundee,1273.08007812,dundee,2025-09-01
Diosgyori,1272.97766113,diosgyori,2025-09-01
NFC Volos,1271.9642334,nfc volos,2025-09-01
Shelbourne,1270.79675293,shelbourne,2025-09-01
Aarau,1270.26574707,aarau,2025-09-01
Ashdod,1267.71276855,ashdod,2025-09-01
Novi Sad,1266.72631836,novi sad,2025-09-01
Zalaegerszegi,1266.03015137,zalaegerszegi,2025-09-01
Oester,1264.015625,oester,2025-09-01
Metalist 1925,1263.86779785,metalist 1925,2025-09-01
Bnei Sakhinin,1263.54064941,bnei sakhinin,2025-09-01
GAK,1262.65625,gak,2025-09-01
Bravo,1261.22216797,bravo,2025-09-01
Arges Pitesti,1258.8104248,arges pitesti,2025-09-01
Rukh Lviv,1257.27661133,rukh lviv,2025-09-01
HNK Gorica,1253.4432373,hnk gorica,2025-09-01
Derry City,1251.32092285,derry city,2025-09-01
Ujpest,1248.77270508,ujpest,2025-09-01
Pardubice,1248.45202637,pardubice,2025-09-01
Aktobe,1245.99890137,aktobe,2025-09-01
Panserraikos,1245.4387207,panserraikos,2025-09-01
Karpaty,1244.12414551,karpaty,2025-09-01
Ararat,1240.85498047,ararat,2025-09-01
Kisvarda,1240.08654785,kisvarda,2025-09-01
HJK Helsinki,1240.02612305,hjk helsinki,2025-09-01
Unirea Slobozia,1239.6496582,unirea slobozia,2025-09-01
Obolon Kyiv,1234.11975098,obolon kyiv,2025-09-01
Haugesund,1233.51818848,haugesund,2025-09-01
Larisa,1229.70031738,larisa,2025-09-01
Kifisias,1229.41491699,kifisias,2025-09-01
LNZ,1228.14465332,lnz,2025-09-01
Degerfors,1225.42297363,degerfors,2025-09-01
CSKA 1948 Sofia,1224.66992188,cska 1948 sofia,2025-09-01
RFS,1221.79467773,rfs,2025-09-01
Backa Topola,1221.76452637,backa topola,2025-09-01
Drita,1221.13317871,drita,2025-09-01
Maccabi Bnei Raina,1217.20568848,maccabi bnei raina,2025-09-01
Zeljeznicar,1216.4083252,zeljeznicar,2025-09-01
Ironi Tiberias,1214.36572266,ironi tiberias,2025-09-01
Breidablik,1214.29992676,breidablik,2025-09-01
Veres,1212.50158691,veres,2025-09-01
Nyiregyhaza,1211.4465332,nyiregyhaza,2025-09-01
Shkendija,1210.64196777,shkendija,2025-09-01
Livingston,1210.49304199,livingston,2025-09-01
FK Sarajevo,1209.88720703,fk sarajevo,2025-09-01
Borac Banja Luka,1209.48791504,borac banja luka,2025-09-01
Falkirk,1207.11584473,falkirk,2025-09-01
Valur,1205.27099609,valur,2025-09-01
H Tel Aviv,1204.8737793,h tel aviv,2025-09-01
Ordabasy,1204.84570312,ordabasy,2025-09-01
Dinamo Minsk,1202.69592285,dinamo minsk,2025-09-01
Lok Plovdiv,1202.02392578,lok plovdiv,2025-09-01
Kazincbarcika,1201.02734375,kazincbarcika,2025-09-01
Ilves Tampere,1198.74926758,ilves tampere,2025-09-01
Lok Sofia,1197.08117676,lok sofia,2025-09-01
H Petach Tikva,1196.5423584,h petach tikva,2025-09-01
Novi Pazar,1195.06774902,novi pazar,2025-09-01
Akureyri,1193.38647461,akureyri,2025-09-01
Botev Plovdiv,1192.55639648,botev plovdiv,2025-09-01
Csikszereda,1192.18579102,csikszereda,2025-09-01
Klaksvik,1189.47143555,klaksvik,2025-09-01
Kragujevac,1187.33898926,kragujevac,2025-09-01
Metaloglobus,1184.69775391,metaloglobus,2025-09-01
Dinamo Tirana,1183.72375488,dinamo tirana,2025-09-01
Auda,1179.07116699,auda,2025-09-01
Neman Grodno,1179.02661133,neman grodno,2025-09-01
Ballkani,1176.96459961,ballkani,2025-09-01
Seinajoki,1176.55065918,seinajoki,2025-09-01
Cukaricki,1174.7722168,cukaricki,2025-09-01
Banants,1173.95056152,banants,2025-09-01
Kiryat Shmona,1173.40795898,kiryat shmona,2025-09-01
Daugavpils,1171.93493652,daugavpils,2025-09-01
Zeleznicar Pancevo,1168.26538086,zeleznicar pancevo,2025-09-01
