club,elo,club_clean,snapshot_date
FK Riga,1203.02880859,fk riga,2020-09-01
Kfar-Saba,1202.9375,kfar-saba,2020-09-01
M Petach Tikva,1201.12768555,m petach tikva,2020-09-01
Arda,1200.88012695,arda,2020-09-01
Dundee United,1198.24023438,dundee united,2020-09-01
Botev Vratsa,1197.80566406,botev vratsa,2020-09-01
Podbeskidzie,1196.95214844,podbeskidzie,2020-09-01
FK Vitebsk,1196.44396973,fk vitebsk,2020-09-01
Stal Mielec,1194.72790527,stal mielec,2020-09-01
Bohemians Dublin,1191.28942871,bohemians dublin,2020-09-01
Warta,1190.62524414,warta,2020-09-01
Tabor Sezana,1188.08752441,tabor sezana,2020-09-01
Kuopio,1185.3248291,kuopio,2020-09-01
Aalesund,1184.71362305,aalesund,2020-09-01
Proleter Novi Sad,1184.71252441,proleter novi sad,2020-09-01
Etar,1183.57885742,etar,2020-09-01
Radnik Surdulica,1183.02624512,radnik surdulica,2020-09-01
Shamrock,1182.52783203,shamrock,2020-09-01
Krusevac,1181.56433105,krusevac,2020-09-01
Rukh Brest,1180.53857422,rukh brest,2020-09-01
Derry City,1178.32421875,derry city,2020-09-01
Bnei Sakhinin,1176.48486328,bnei sakhinin,2020-09-01
Kauno Zalgiris,1174.12304688,kauno zalgiris,2020-09-01
Ilves Tampere,1173.70605469,ilves tampere,2020-09-01
Zvyazda BDU,1172.0513916,zvyazda bdu,2020-09-01
Renova,1171.94018555,renova,2020-09-01
Honka Espoo,1169.39050293,honka espoo,2020-09-01
Tsarsko Selo,1168.92443848,tsarsko selo,2020-09-01
Inter Turku,1166.85339355,inter turku,2020-09-01
Fola Esch,1163.30102539,fola esch,2020-09-01
Valmieras,1161.39440918,valmieras,2020-09-01
RFS,1160.64575195,rfs,2020-09-01
Sileks,1158.96374512,sileks,2020-09-01
Lozinca,1158.45202637,lozinca,2020-09-01
Gorodeya,1154.99633789,gorodeya,2020-09-01
FK Minsk,1154.91589355,fk minsk,2020-09-01
Differdang,1150.23278809,differdang,2020-09-01
Vikingur,1143.14880371,vikingur,2020-09-01
KR Reykjavik,1142.48120117,kr reykjavik,2020-09-01
Slavia Mozyr,1141.12475586,slavia mozyr,2020-09-01
Breidablik,1139.69763184,breidablik,2020-09-01
Hafnarfjoerdur,1139.47680664,hafnarfjoerdur,2020-09-01
Alashkert,1138.67150879,alashkert,2020-09-01
Metalac Gornji Milanovac,1138.59204102,metalac gornji milanovac,2020-09-01
Shkupi,1135.79663086,shkupi,2020-09-01
Montana 1921,1135.00231934,montana 1921,2020-09-01
Dunav Ruse,1129.06188965,dunav ruse,2020-09-01
Novi Pazar,1126.39318848,novi pazar,2020-09-01
Indija,1123.76928711,indija,2020-09-01
Backa Palanka,1122.40100098,backa palanka,2020-09-01
CSKA 1948 Sofia,1121.00610352,cska 1948 sofia,2020-09-01
Ararat-Armenia,1115.47045898,ararat-armenia,2020-09-01
Koper,1110.08190918,koper,2020-09-01
Cajetina,1109.07873535,cajetina,2020-09-01
Septemvri Sofia,1107.01049805,septemvri sofia,2020-09-01
Slutsk,1102.4979248,slutsk,2020-09-01
Nova Gorica,1101.62463379,nova gorica,2020-09-01
Coleraine,1088.82128906,coleraine,2020-09-01
Bobruisk,1087.69970703,bobruisk,2020-09-01
Podgorica,1083.27392578,podgorica,2020-09-01
Shirak,1083.07116699,shirak,2020-09-01
Noah,1080.52978516,noah,2020-09-01
Glentoran,1078.68603516,glentoran,2020-09-01
Linfield,1074.65673828,linfield,2020-09-01
Nomme Kalju,1072.59545898,nomme kalju,2020-09-01
The New Saints,1070.99572754,the new saints,2020-09-01
Macva Sabac,1070.06091309,macva sabac,2020-09-01
Valletta,1069.48815918,valletta,2020-09-01
Smolevichi,1062.76879883,smolevichi,2020-09-01
Zeta Golubovci,1062.08398438,zeta golubovci,2020-09-01
Drita,1060.21862793,drita,2020-09-01
KF Gjilani,1059.54150391,kf gjilani,2020-09-01
Rad,1059.07434082,rad,2020-09-01
Hibernians Paola,1058.35583496,hibernians paola,2020-09-01
Danilovgrad,1056.23925781,danilovgrad,2020-09-01
Connahs Quay,1042.23120117,connahs quay,2020-09-01
Sutjeska,1038.47875977,sutjeska,2020-09-01
Sirens,1035.48681641,sirens,2020-09-01
Floriana,1035.28295898,floriana,2020-09-01
Bala,1019.73205566,bala,2020-09-01
Flora Tallinn,1015.98516846,flora tallinn,2020-09-01
Paide Linnameeskond,994.912780762,paide linnameeskond,2020-09-01
FC Infonet,986.938842773,fc infonet,2020-09-01
Klaksvik,981.281311035,klaksvik,2020-09-01
Barry Town,970.957885742,barry town,2020-09-01
B 36 Torshavn,947.346252441,b 36 torshavn,2020-09-01
Runavik,941.53527832,runavik,2020-09-01
HB Torshavn,932.481445312,hb torshavn,2020-09-01
College Europa,931.316467285,college europa,2020-09-01
St Josephs,910.62689209,st josephs,2020-09-01
Lincoln,903.104370117,lincoln,2020-09-01
Engordany,779.590393066,engordany,2020-09-01
Santa Coloma,779.216796875,santa coloma,2020-09-01
Escaldes,766.025756836,escaldes,2020-09-01
Tre Fiori,699.401611328,tre fiori,2020-09-01
Tre Penne,667.84967041,tre penne,2020-09-01
La Fiorita,654.530395508,la fiorita,2020-09-01
