club,elo,club_clean,snapshot_date
Zrinjski Mostar,1187.38220215,zrinjski mostar,2018-09-01
Stumbras,1186.578125,stumbras,2018-09-01
FC Samtredia,1185.59155273,fc samtredia,2018-09-01
Haladas,1183.18676758,haladas,2018-09-01
Shamrock,1182.65881348,shamrock,2018-09-01
Petrocub,1182.04833984,petrocub,2018-09-01
Partizani Tirana,1181.56262207,partizani tirana,2018-09-01
Diosgyori,1179.87011719,diosgyori,2018-09-01
Aluminij,1178.67993164,aluminij,2018-09-01
FK Minsk,1177.5604248,fk minsk,2018-09-01
Puskas Akademia,1177.11523438,puskas akademia,2018-09-01
Fola Esch,1175.41247559,fola esch,2018-09-01
Zemun,1173.91394043,zemun,2018-09-01
Mura,1173.75415039,mura,2018-09-01
Rad,1173.31494141,rad,2018-09-01
Radnik Surdulica,1173.27294922,radnik surdulica,2018-09-01
Backa Palanka,1172.83056641,backa palanka,2018-09-01
Vitosha Bistritsa,1172.78967285,vitosha bistritsa,2018-09-01
Olimpia Balti,1171.55505371,olimpia balti,2018-09-01
Luftetari,1171.17590332,luftetari,2018-09-01
Kuopio,1170.24609375,kuopio,2018-09-01
Dundee,1169.55773926,dundee,2018-09-01
Gomel,1165.32995605,gomel,2018-09-01
Hamilton,1164.5513916,hamilton,2018-09-01
Proleter Novi Sad,1164.00244141,proleter novi sad,2018-09-01
Ilves Tampere,1160.13317871,ilves tampere,2018-09-01
Botev Vratsa,1157.53857422,botev vratsa,2018-09-01
Lahti,1156.92089844,lahti,2018-09-01
Krsko,1155.89746094,krsko,2018-09-01
Isloch,1155.7545166,isloch,2018-09-01
Stjarnan,1155.33825684,stjarnan,2018-09-01
Valur,1155.25805664,valur,2018-09-01
Vereya,1154.64770508,vereya,2018-09-01
Vestmannaeyjar,1154.23254395,vestmannaeyjar,2018-09-01
Smolevichi,1151.75683594,smolevichi,2018-09-01
Kisvarda,1151.33178711,kisvarda,2018-09-01
Milsami Orhei,1149.80834961,milsami orhei,2018-09-01
FK Riga,1140.85437012,fk riga,2018-09-01
Triglav,1130.33740234,triglav,2018-09-01
Spartaks Jurmala,1126.17712402,spartaks jurmala,2018-09-01
Dinamo Vranje,1125.11413574,dinamo vranje,2018-09-01
R Letzebuerg,1123.27124023,r letzebuerg,2018-09-01
Liepajas,1122.90234375,liepajas,2018-09-01
Pyunik,1119.63061523,pyunik,2018-09-01
Luch Minsk,1117.92297363,luch minsk,2018-09-01
Prishtine,1111.52709961,prishtine,2018-09-01
Torpedo Minsk,1106.90112305,torpedo minsk,2018-09-01
Drita,1102.24316406,drita,2018-09-01
Podgorica,1083.91027832,podgorica,2018-09-01
Dnepr Mogilev,1080.98132324,dnepr mogilev,2018-09-01
Levadia Tallinn,1075.2130127,levadia tallinn,2018-09-01
Rudar Pljevlja,1074.29370117,rudar pljevlja,2018-09-01
Mladost,1069.10705566,mladost,2018-09-01
Sutjeska,1058.2277832,sutjeska,2018-09-01
Alashkert,1049.1315918,alashkert,2018-09-01
Nomme Kalju,1045.41149902,nomme kalju,2018-09-01
Valletta,1043.51220703,valletta,2018-09-01
Balzan,1037.98010254,balzan,2018-09-01
Banants,1017.65270996,banants,2018-09-01
The New Saints,1017.46716309,the new saints,2018-09-01
Crusaders,1013.3949585,crusaders,2018-09-01
Gzira United,1010.68231201,gzira united,2018-09-01
Gandzasar Kapan,1010.20599365,gandzasar kapan,2018-09-01
Gota,1007.7288208,gota,2018-09-01
Connahs Quay,1004.33007812,connahs quay,2018-09-01
Cliftonville,1000.13360596,cliftonville,2018-09-01
Glenavon,999.681274414,glenavon,2018-09-01
Birkirkara,994.759033203,birkirkara,2018-09-01
Coleraine,993.976318359,coleraine,2018-09-01
Cefn Druids,983.869140625,cefn druids,2018-09-01
Trans Narva,973.611022949,trans narva,2018-09-01
Flora Tallinn,951.318481445,flora tallinn,2018-09-01
Bala,945.736328125,bala,2018-09-01
Klaksvik,933.072937012,klaksvik,2018-09-01
B 36 Torshavn,914.728637695,b 36 torshavn,2018-09-01
Runavik,912.493408203,runavik,2018-09-01
College Europa,907.228393555,college europa,2018-09-01
Lincoln,899.425537109,lincoln,2018-09-01
St Josephs,874.370849609,st josephs,2018-09-01
Engordany,771.294799805,engordany,2018-09-01
Santa Coloma,763.513977051,santa coloma,2018-09-01
Matecosa Sant Julia,757.924133301,matecosa sant julia,2018-09-01
Tre Fiori,742.625488281,tre fiori,2018-09-01
Folgore,697.667236328,folgore,2018-09-01
La Fiorita,696.548339844,la fiorita,2018-09-01
