country.x,season,country_2,seller_raw,buyer_raw,team_name,league,transfer_type,player_name,player_url,player_position,player_age,player_nationality,club_2,league_2,transfer_fee,is_loan,transfer_notes,window,in_squad,appearances,goals,minutes_played,team_url,season_start.x,buyer_clean,seller_clean,pos_clean,seller_norm,buyer_norm,transfer_id,log_fee,country.y,season_start.y,rivalry_proximity.y,rivalry_proximity,choice_id,nat_match,chosen
England,2018,England,watford,everton fc,Everton FC,Premier League,Arrivals,Richarlison,https://www.transfermarkt.com/richarlison/profil/spieler/378710,Centre-Forward,21,Brazil,Watford,Premier League,39200000,FALSE,,Summer,38,38,14,2809,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2018,2018,everton,watford,centre-forward,watford,everton,123,17.4841873302709,England,2017,0.768421052631579,0.768421052631579,123,0,1
England,2018,England,bournemouth,wolverhampton wanderers,Wolverhampton Wanderers,Premier League,Arrivals,Benik Afobe,https://www.transfermarkt.com/benik-afobe/profil/spieler/110858,Centre-Forward,25,DR Congo,Bournemouth,Premier League,11400000,FALSE,,Summer,,,,,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2018,2018,wolves,bournemouth,centre-forward,bournemouth,wolves,49,16.249124001084,,,,0,132,0,0
England,2018,England,watford,everton fc,Everton FC,Premier League,Arrivals,Richarlison,https://www.transfermarkt.com/richarlison/profil/spieler/378710,Centre-Forward,21,Brazil,Watford,Premier League,39200000,FALSE,,Summer,38,38,14,2809,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2018,2018,everton,watford,centre-forward,watford,everton,123,17.4841873302709,,,,0,132,0,0
England,2018,England,newcastle,fulham fc,Fulham FC,Premier League,Arrivals,Aleksandar Mitrović,https://www.transfermarkt.com/aleksandar-mitrovic/profil/spieler/51152,Centre-Forward,23,Serbia,Newcastle,Premier League,24700000,FALSE,,Summer,41,39,11,3378,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2018,2018,fulham,newcastle,centre-forward,newcastle,fulham,132,17.022313842084,,,,0,132,0,1
England,2018,England,man utd,fulham fc,Fulham FC,Premier League,Arrivals,Timothy Fosu-Mensah,https://www.transfermarkt.com/timothy-fosu-mensah/profil/spieler/315131,Right-Back,20,Netherlands,Man Utd,Premier League,0,TRUE,loan transfer,Summer,17,13,0,884,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2018,2018,fulham,man utd,right-back,man utd,fulham,130,0,England,2017,0.284210526315789,0.284210526315789,138,0,0
England,2018,England,fulham,west ham united,West Ham United,Premier League,Arrivals,Ryan Fredericks,https://www.transfermarkt.com/ryan-fredericks/profil/spieler/140191,Right-Back,25,England,Fulham,Premier League,0,FALSE,,Summer,26,18,2,1311,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2018,2018,west ham,fulham,right-back,fulham,west ham,138,0,,,,0,138,1,1
England,2019,England,bournemouth,aston villa,Aston Villa,Premier League,Arrivals,Tyrone Mings,https://www.transfermarkt.com/tyrone-mings/profil/spieler/253677,Centre-Back,26,England,Bournemouth,Premier League,22300000,FALSE,,Summer,37,36,2,3173,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2019,2019,aston villa,bournemouth,centre-back,bournemouth,aston villa,227,16.9200972812734,England,2018,0.478947368421053,0.478947368421053,217,1,0
England,2019,England,wolves,aston villa,Aston Villa,Premier League,Arrivals,Kortney Hause,https://www.transfermarkt.com/kortney-hause/profil/spieler/233124,Centre-Back,23,England,Wolves,Premier League,3400000,FALSE,,Summer,27,24,1,2007,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2019,2019,aston villa,wolves,centre-back,wolves,aston villa,240,15.039286283704,England,2018,0.58421052631579,0.58421052631579,217,1,0
England,2019,England,chelsea,arsenal fc,Arsenal FC,Premier League,Arrivals,David Luiz,https://www.transfermarkt.com/david-luiz/profil/spieler/46741,Centre-Back,32,Brazil,Chelsea,Premier League,8700000,FALSE,,Summer,46,43,2,3644,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2019,2019,arsenal,chelsea,centre-back,chelsea,arsenal,217,15.9788336985673,England,2018,0.836842105263158,0.836842105263158,217,0,1
England,2019,England,chelsea,arsenal fc,Arsenal FC,Premier League,Arrivals,David Luiz,https://www.transfermarkt.com/david-luiz/profil/spieler/46741,Centre-Back,32,Brazil,Chelsea,Premier League,8700000,FALSE,,Summer,46,43,2,3644,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2019,2019,arsenal,chelsea,centre-back,chelsea,arsenal,217,15.9788336985673,,,,0,227,0,0
England,2019,England,bournemouth,aston villa,Aston Villa,Premier League,Arrivals,Tyrone Mings,https://www.transfermarkt.com/tyrone-mings/profil/spieler/253677,Centre-Back,26,England,Bournemouth,Premier League,22300000,FALSE,,Summer,37,36,2,3173,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2019,2019,aston villa,bournemouth,centre-back,bournemouth,aston villa,227,16.9200972812734,,,,0,227,1,1
England,2019,England,man city,everton fc,Everton FC,Premier League,Arrivals,Fabian Delph,https://www.transfermarkt.com/fabian-delph/profil/spieler/50362,Central Midfield,29,England,Man City,Premier League,9500000,FALSE,,Summer,21,20,0,1471,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,2019,everton,man city,central midfield,man city,everton,324,16.0668024618339,,,,0,234,1,0
England,2019,England,man city,aston villa,Aston Villa,Premier League,Arrivals,Douglas Luiz,https://www.transfermarkt.com/douglas-luiz/profil/spieler/447661,Central Midfield,21,Brazil,Man City,Premier League,16800000,FALSE,,Summer,44,42,3,3148,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2019,2019,aston villa,man city,central midfield,man city,aston villa,234,16.6368895038973,,,,0,234,0,1
England,2019,England,chelsea,arsenal fc,Arsenal FC,Premier League,Arrivals,David Luiz,https://www.transfermarkt.com/david-luiz/profil/spieler/46741,Centre-Back,32,Brazil,Chelsea,Premier League,8700000,FALSE,,Summer,46,43,2,3644,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2019,2019,arsenal,chelsea,centre-back,chelsea,arsenal,217,15.9788336985673,,,,0,240,0,0
England,2019,England,wolves,aston villa,Aston Villa,Premier League,Arrivals,Kortney Hause,https://www.transfermarkt.com/kortney-hause/profil/spieler/233124,Centre-Back,23,England,Wolves,Premier League,3400000,FALSE,,Summer,27,24,1,2007,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2019,2019,aston villa,wolves,centre-back,wolves,aston villa,240,15.039286283704,,,,0,240,1,1
England,2019,England,man city,aston villa,Aston Villa,Premier League,Arrivals,Douglas Luiz,https://www.transfermarkt.com/douglas-luiz/profil/spieler/447661,Central Midfield,21,Brazil,Man City,Premier League,16800000,FALSE,,Summer,44,42,3,3148,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2019,2019,aston villa,man city,central midfield,man city,aston villa,234,16.6368895038973,England,2018,0.0842105263157895,0.0842105263157895,324,0,0
England,2019,England,man city,everton fc,Everton FC,Premier League,Arrivals,Fabian Delph,https://www.transfermarkt.com/fabian-delph/profil/spieler/50362,Central Midfield,29,England,Man City,Premier League,9500000,FALSE,,Summer,21,20,0,1471,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,2019,everton,man city,central midfield,man city,everton,324,16.0668024618339,England,2018,0.0842105263157895,0.0842105263157895,324,1,1
England,2020,England,wolves,leeds united,Leeds United,Premier League,Arrivals,Hélder Costa,https://www.transfermarkt.com/helder-costa/profil/spieler/173900,Right Winger,26,Angola,Wolves,Premier League,17700000,FALSE,,Summer,33,23,3,1246,https://www.transfermarkt.com/leeds-united/startseite/verein/399/saison_id/2020,2020,leeds,wolves,right winger,wolves,leeds,574,16.6890752540412,,,,0,461,0,0
England,2020,England,brighton,fulham fc,Fulham FC,Premier League,Arrivals,Anthony Knockaert,https://www.transfermarkt.com/anthony-knockaert/profil/spieler/149237,Right Winger,28,France,Brighton,Premier League,11700000,FALSE,,Summer,6,3,0,237,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2020,2020,fulham,brighton,right winger,brighton,fulham,461,16.2750994852381,,,,0,461,0,1
England,2020,England,chelsea,aston villa,Aston Villa,Premier League,Arrivals,Ross Barkley,https://www.transfermarkt.com/ross-barkley/profil/spieler/131978,Central Midfield,26,England,Chelsea,Premier League,0,TRUE,loan transfer,Summer,28,24,3,1537,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2020,2020,aston villa,chelsea,central midfield,chelsea,aston villa,425,0,England,2019,0.373684210526316,0.373684210526316,478,1,0
England,2020,England,chelsea,fulham fc,Fulham FC,Premier League,Arrivals,Ruben Loftus-Cheek,https://www.transfermarkt.com/ruben-loftus-cheek/profil/spieler/202886,Central Midfield,24,England,Chelsea,Premier League,0,TRUE,loan transfer,Summer,34,32,1,2025,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2020,2020,fulham,chelsea,central midfield,chelsea,fulham,488,0,England,2019,0.373684210526316,0.373684210526316,478,1,0
England,2020,England,burnley,newcastle united,Newcastle United,Premier League,Arrivals,Jeff Hendrick,https://www.transfermarkt.com/jeff-hendrick/profil/spieler/148262,Central Midfield,28,Ireland,Burnley,Premier League,0,FALSE,,Summer,41,23,2,1545,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2020,2020,newcastle,burnley,central midfield,burnley,newcastle,478,0,England,2019,0.626315789473684,0.626315789473684,478,0,1
England,2020,England,brighton,fulham fc,Fulham FC,Premier League,Arrivals,Anthony Knockaert,https://www.transfermarkt.com/anthony-knockaert/profil/spieler/149237,Right Winger,28,France,Brighton,Premier League,11700000,FALSE,,Summer,6,3,0,237,https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2020,2020,fulham,brighton,right winger,brighton,fulham,461,16.2750994852381,,,,0,574,0,0
England,2020,England,wolves,leeds united,Leeds United,Premier League,Arrivals,Hélder Costa,https://www.transfermarkt.com/helder-costa/profil/spieler/173900,Right Winger,26,Angola,Wolves,Premier League,17700000,FALSE,,Summer,33,23,3,1246,https://www.transfermarkt.com/leeds-united/startseite/verein/399/saison_id/2020,2020,leeds,wolves,right winger,wolves,leeds,574,16.6890752540412,,,,0,574,0,1
England,2021,England,crystal palace,burnley fc,Burnley FC,Premier League,Arrivals,Wayne Hennessey,https://www.transfermarkt.com/wayne-hennessey/profil/spieler/45494,Goalkeeper,34,Wales,Crystal Palace,Premier League,0,FALSE,,Summer,40,3,0,270,https://www.transfermarkt.com/fc-burnley/startseite/verein/1132/saison_id/2021,2021,burnley,crystal palace,goalkeeper,crystal palace,burnley,720,0,England,2020,0.268421052631579,0.268421052631579,662,0,0
England,2021,England,aston villa,manchester united,Manchester United,Premier League,Arrivals,Tom Heaton,https://www.transfermarkt.com/tom-heaton/profil/spieler/34130,Goalkeeper,35,England,Aston Villa,Premier League,0,FALSE,,Summer,23,1,0,22,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2021,2021,man utd,aston villa,goalkeeper,aston villa,man utd,662,0,England,2020,0.178947368421053,0.178947368421053,662,1,1
England,2021,England,aston villa,manchester united,Manchester United,Premier League,Arrivals,Tom Heaton,https://www.transfermarkt.com/tom-heaton/profil/spieler/34130,Goalkeeper,35,England,Aston Villa,Premier League,0,FALSE,,Summer,23,1,0,22,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2021,2021,man utd,aston villa,goalkeeper,aston villa,man utd,662,0,England,2020,0.347368421052632,0.347368421052632,720,1,0
England,2021,England,crystal palace,burnley fc,Burnley FC,Premier League,Arrivals,Wayne Hennessey,https://www.transfermarkt.com/wayne-hennessey/profil/spieler/45494,Goalkeeper,34,Wales,Crystal Palace,Premier League,0,FALSE,,Summer,40,3,0,270,https://www.transfermarkt.com/fc-burnley/startseite/verein/1132/saison_id/2021,2021,burnley,crystal palace,goalkeeper,crystal palace,burnley,720,0,England,2020,0.647368421052632,0.647368421052632,720,0,1
England,2021,England,chelsea,west ham united,West Ham United,Premier League,Arrivals,Kurt Zouma,https://www.transfermarkt.com/kurt-zouma/profil/spieler/157509,Centre-Back,26,France,Chelsea,Premier League,3.5e+07,FALSE,,Summer,39,32,1,2860,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2021,2021,west ham,chelsea,centre-back,chelsea,west ham,751,17.3708586480251,England,2020,0.336842105263158,0.336842105263158,733,0,0
England,2021,England,chelsea,crystal palace,Crystal Palace,Premier League,Arrivals,Marc Guéhi,https://www.transfermarkt.com/marc-guehi/profil/spieler/392757,Centre-Back,21,England,Chelsea,Premier League,23340000,FALSE,,Summer,43,42,4,3763,https://www.transfermarkt.com/crystal-palace/startseite/verein/873/saison_id/2021,2021,crystal palace,chelsea,centre-back,chelsea,crystal palace,733,16.9656792276676,England,2020,0.336842105263158,0.336842105263158,733,1,1
England,2021,England,chelsea,crystal palace,Crystal Palace,Premier League,Arrivals,Marc Guéhi,https://www.transfermarkt.com/marc-guehi/profil/spieler/392757,Centre-Back,21,England,Chelsea,Premier League,23340000,FALSE,,Summer,43,42,4,3763,https://www.transfermarkt.com/crystal-palace/startseite/verein/873/saison_id/2021,2021,crystal palace,chelsea,centre-back,chelsea,crystal palace,733,16.9656792276676,England,2020,0.373684210526316,0.373684210526316,751,1,0
England,2021,England,chelsea,west ham united,West Ham United,Premier League,Arrivals,Kurt Zouma,https://www.transfermarkt.com/kurt-zouma/profil/spieler/157509,Centre-Back,26,France,Chelsea,Premier League,3.5e+07,FALSE,,Summer,39,32,1,2860,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2021,2021,west ham,chelsea,centre-back,chelsea,west ham,751,17.3708586480251,England,2020,0.373684210526316,0.373684210526316,751,0,1
England,2022,England,everton,tottenham hotspur,Tottenham Hotspur,Premier League,Arrivals,Richarlison,https://www.transfermarkt.com/richarlison/profil/spieler/378710,Centre-Forward,25,Brazil,Everton,Premier League,5.8e+07,FALSE,,Summer,37,35,3,1467,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2022,2022,tottenham,everton,centre-forward,everton,tottenham,1004,17.8759535857521,England,2021,0.610526315789474,0.610526315789474,848,0,0
England,2022,England,man city,arsenal fc,Arsenal FC,Premier League,Arrivals,Gabriel Jesus,https://www.transfermarkt.com/gabriel-jesus/profil/spieler/363205,Centre-Forward,25,Brazil,Man City,Premier League,52200000,FALSE,,Summer,33,33,11,2347,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2022,2022,arsenal,man city,centre-forward,man city,arsenal,848,17.77059307201,England,2021,0.242105263157895,0.242105263157895,848,0,1
England,2022,England,aston villa,newcastle united,Newcastle United,Premier League,Arrivals,Matt Targett,https://www.transfermarkt.com/matt-targett/profil/spieler/250478,Left-Back,26,England,Aston Villa,Premier League,17500000,FALSE,,Summer,33,19,0,738,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2022,2022,newcastle,aston villa,left-back,aston villa,newcastle,873,16.6777114960366,England,2021,0.41578947368421,0.41578947368421,849,1,0
England,2022,England,brighton,chelsea fc,Chelsea FC,Premier League,Arrivals,Marc Cucurella,https://www.transfermarkt.com/marc-cucurella/profil/spieler/284857,Left-Back,24,Spain,Brighton,Premier League,65300000,FALSE,,Summer,39,33,0,2180,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2022,2022,chelsea,brighton,left-back,brighton,chelsea,931,17.9945026095606,England,2021,0.384210526315789,0.384210526315789,849,0,0
England,2022,England,chelsea,west ham united,West Ham United,Premier League,Arrivals,Emerson,https://www.transfermarkt.com/emerson/profil/spieler/181778,Left-Back,28,Italy,Chelsea,Premier League,15400000,FALSE,,Summer,51,34,2,2387,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2022,2022,west ham,chelsea,left-back,chelsea,west ham,973,16.5498781323189,England,2021,0.894736842105263,0.894736842105263,849,0,0
England,2022,England,liverpool,nottingham forest,Nottingham Forest,Premier League,Arrivals,Neco Williams,https://www.transfermarkt.com/neco-williams/profil/spieler/503680,Left-Back,21,Wales,Liverpool,Premier League,2e+07,FALSE,,Summer,38,36,1,2178,https://www.transfermarkt.com/nottingham-forest/startseite/verein/703/saison_id/2022,2022,nott'm forest,liverpool,left-back,liverpool,nottm forest,1059,16.8112428815183,England,2021,0.368421052631579,0.368421052631579,849,0,0
England,2022,England,man city,arsenal fc,Arsenal FC,Premier League,Arrivals,Oleksandr Zinchenko,https://www.transfermarkt.com/oleksandr-zinchenko/profil/spieler/203853,Left-Back,25,Ukraine,Man City,Premier League,3.5e+07,FALSE,,Summer,34,33,1,2411,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2022,2022,arsenal,man city,left-back,man city,arsenal,849,17.3708586480251,England,2021,0.242105263157895,0.242105263157895,849,0,1
England,2022,England,man city,arsenal fc,Arsenal FC,Premier League,Arrivals,Oleksandr Zinchenko,https://www.transfermarkt.com/oleksandr-zinchenko/profil/spieler/203853,Left-Back,25,Ukraine,Man City,Premier League,3.5e+07,FALSE,,Summer,34,33,1,2411,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2022,2022,arsenal,man city,left-back,man city,arsenal,849,17.3708586480251,England,2021,0.0473684210526316,0.0473684210526316,873,0,0
England,2022,England,chelsea,west ham united,West Ham United,Premier League,Arrivals,Emerson,https://www.transfermarkt.com/emerson/profil/spieler/181778,Left-Back,28,Italy,Chelsea,Premier League,15400000,FALSE,,Summer,51,34,2,2387,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2022,2022,west ham,chelsea,left-back,chelsea,west ham,973,16.5498781323189,England,2021,0.310526315789474,0.310526315789474,873,0,0
England,2022,England,liverpool,nottingham forest,Nottingham Forest,Premier League,Arrivals,Neco Williams,https://www.transfermarkt.com/neco-williams/profil/spieler/503680,Left-Back,21,Wales,Liverpool,Premier League,2e+07,FALSE,,Summer,38,36,1,2178,https://www.transfermarkt.com/nottingham-forest/startseite/verein/703/saison_id/2022,2022,nott'm forest,liverpool,left-back,liverpool,nottm forest,1059,16.8112428815183,England,2021,0.110526315789474,0.110526315789474,873,0,0
England,2022,England,aston villa,newcastle united,Newcastle United,Premier League,Arrivals,Matt Targett,https://www.transfermarkt.com/matt-targett/profil/spieler/250478,Left-Back,26,England,Aston Villa,Premier League,17500000,FALSE,,Summer,33,19,0,738,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2022,2022,newcastle,aston villa,left-back,aston villa,newcastle,873,16.6777114960366,England,2021,0.773684210526316,0.773684210526316,873,1,1
England,2022,England,chelsea,brighton & hove albion,Brighton & Hove Albion,Premier League,Arrivals,Billy Gilmour,https://www.transfermarkt.com/billy-gilmour/profil/spieler/423744,Defensive Midfield,21,Scotland,Chelsea,Premier League,8300000,FALSE,,Summer,35,17,0,682,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2022,2022,brighton,chelsea,defensive midfield,chelsea,brighton,933,15.9317661932487,England,2021,0.226315789473684,0.226315789473684,882,0,0
England,2022,England,brighton,tottenham hotspur,Tottenham Hotspur,Premier League,Arrivals,Yves Bissouma,https://www.transfermarkt.com/yves-bissouma/profil/spieler/410425,Defensive Midfield,25,Mali,Brighton,Premier League,29200000,FALSE,,Summer,33,28,0,1273,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2022,2022,tottenham,brighton,defensive midfield,brighton,tottenham,946,17.1896793014851,England,2021,0.852631578947369,0.852631578947369,882,0,0
England,2022,England,man utd,everton fc,Everton FC,Premier League,Arrivals,James Garner,https://www.transfermarkt.com/james-garner/profil/spieler/505219,Defensive Midfield,21,England,Man Utd,Premier League,10400000,FALSE,,Summer,22,17,0,848,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2022,2022,everton,man utd,defensive midfield,man utd,everton,998,16.1573164602654,England,2021,0.205263157894737,0.205263157894737,882,1,0
England,2022,England,wolves,aston villa,Aston Villa,Premier League,Arrivals,Leander Dendoncker,https://www.transfermarkt.com/leander-dendoncker/profil/spieler/168157,Defensive Midfield,27,Belgium,Wolves,Premier League,1.5e+07,FALSE,,Summer,28,21,0,774,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2022,2022,aston villa,wolves,defensive midfield,wolves,aston villa,882,16.5235608257332,England,2021,0.452631578947368,0.452631578947368,882,0,1
England,2022,England,man utd,nottingham forest,Nottingham Forest,Premier League,Arrivals,Jesse Lingard,https://www.transfermarkt.com/jesse-lingard/profil/spieler/141660,Attacking Midfield,29,England,Man Utd,Premier League,0,FALSE,,Summer,32,20,2,1114,https://www.transfermarkt.com/nottingham-forest/startseite/verein/703/saison_id/2022,2022,nott'm forest,man utd,attacking midfield,man utd,nottm forest,1081,0,,,,0,925,1,0
England,2022,England,brentford,manchester united,Manchester United,Premier League,Arrivals,Christian Eriksen,https://www.transfermarkt.com/christian-eriksen/profil/spieler/69633,Attacking Midfield,30,Denmark,Brentford,Premier League,0,FALSE,,Summer,45,44,2,3079,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2022,2022,man utd,brentford,attacking midfield,brentford,man utd,925,0,England,2021,0.705263157894737,0.705263157894737,925,0,1
England,2022,England,man city,arsenal fc,Arsenal FC,Premier League,Arrivals,Oleksandr Zinchenko,https://www.transfermarkt.com/oleksandr-zinchenko/profil/spieler/203853,Left-Back,25,Ukraine,Man City,Premier League,3.5e+07,FALSE,,Summer,34,33,1,2411,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2022,2022,arsenal,man city,left-back,man city,arsenal,849,17.3708586480251,England,2021,0.378947368421053,0.378947368421053,931,0,0
England,2022,England,brighton,chelsea fc,Chelsea FC,Premier League,Arrivals,Marc Cucurella,https://www.transfermarkt.com/marc-cucurella/profil/spieler/284857,Left-Back,24,Spain,Brighton,Premier League,65300000,FALSE,,Summer,39,33,0,2180,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2022,2022,chelsea,brighton,left-back,brighton,chelsea,931,17.9945026095606,England,2021,0.247368421052632,0.247368421052632,931,0,1
England,2022,England,wolves,aston villa,Aston Villa,Premier League,Arrivals,Leander Dendoncker,https://www.transfermarkt.com/leander-dendoncker/profil/spieler/168157,Defensive Midfield,27,Belgium,Wolves,Premier League,1.5e+07,FALSE,,Summer,28,21,0,774,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2022,2022,aston villa,wolves,defensive midfield,wolves,aston villa,882,16.5235608257332,England,2021,0.589473684210526,0.589473684210526,933,0,0
